Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","123","Liberia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4937","*","Unofficial figure"
"FBS","Food Balances (2010-)","124","Libya","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6777","*","Unofficial figure"
"FBS","Food Balances (2010-)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","26969","*","Unofficial figure"
"FBS","Food Balances (2010-)","130","Malawi","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","18629","*","Unofficial figure"
"FBS","Food Balances (2010-)","133","Mali","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","19658","*","Unofficial figure"
"FBS","Food Balances (2010-)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4526","*","Unofficial figure"
"FBS","Food Balances (2010-)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1270","*","Unofficial figure"
"FBS","Food Balances (2010-)","143","Morocco","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","36472","*","Unofficial figure"
"FBS","Food Balances (2010-)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","30366","*","Unofficial figure"
"FBS","Food Balances (2010-)","147","Namibia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2495","*","Unofficial figure"
"FBS","Food Balances (2010-)","158","Niger","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","23311","*","Unofficial figure"
"FBS","Food Balances (2010-)","159","Nigeria","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","200964","*","Unofficial figure"
"FBS","Food Balances (2010-)","184","Rwanda","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","12627","*","Unofficial figure"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","215","*","Unofficial figure"
"FBS","Food Balances (2010-)","195","Senegal","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","16296","*","Unofficial figure"
"FBS","Food Balances (2010-)","196","Seychelles","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","98","*","Unofficial figure"
"FBS","Food Balances (2010-)","197","Sierra Leone","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7813","*","Unofficial figure"
"FBS","Food Balances (2010-)","202","South Africa","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","58558","*","Unofficial figure"
"FBS","Food Balances (2010-)","276","Sudan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","42813","*","Unofficial figure"
"FBS","Food Balances (2010-)","217","Togo","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8082","*","Unofficial figure"
"FBS","Food Balances (2010-)","222","Tunisia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11695","*","Unofficial figure"
"FBS","Food Balances (2010-)","226","Uganda","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","44270","*","Unofficial figure"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","58005","*","Unofficial figure"
"FBS","Food Balances (2010-)","251","Zambia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17861","*","Unofficial figure"
"FBS","Food Balances (2010-)","181","Zimbabwe","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","14645","*","Unofficial figure"
